id,name_english,name_japanese,name_chinese,name_french,types,species,description,hp,attack,defense,special_attack,special_defense,speed,total_stats,height,weight,egg_groups,abilities,hidden_ability,gender_ratio,evolution_previous,evolution_next,sprite_url,thumbnail_url,hires_url,name_thai
45,Vileplume,ラフレシア,霸王花,Rafflesia,"Grass, Poison",Flower Pokémon,"Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them.",75,80,85,110,90,50,490,1.2 m,18.6 kg,Grass,Chlorophyll,Effect Spore,50:50,"['44', 'use Leaf Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/045.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/045.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/045.png,ราเฟรีเซีย
46,Paras,パラス,派拉斯,Paras,"Bug, Grass",Mushroom Pokémon,"The mushrooms, known as tochukaso, are controlling the bug. Even if the bug bugs the mushrooms, they tell it to bug off.",35,70,55,45,55,25,285,0.3 m,5.4 kg,"Bug, Grass","Effect Spore, Dry Skin",Damp,50:50,,47(Level 24),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/046.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/046.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/046.png,พารัส
47,Parasect,パラセクト,派拉斯特,Parasect,"Bug, Grass",Mushroom Pokémon,"Its poisonous spores are also used in traditional medicine. Apparently, spores produced in Alola are not of very good quality.",60,95,80,60,80,30,405,1 m,29.5 kg,"Bug, Grass","Effect Spore, Dry Skin",Damp,50:50,"['46', 'Level 24']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/047.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/047.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/047.png,พาราเซ็คท์
48,Venonat,コンパン,毛球,Mimitoss,"Bug, Poison",Insect Pokémon,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.",60,55,50,40,55,45,305,1 m,30 kg,Bug,"Compound Eyes, Tinted Lens",Run Away,50:50,,49(Level 31),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/048.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/048.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/048.png,คอนพัง
49,Venomoth,モルフォン,摩鲁蛾,Aéromite,"Bug, Poison",Poison Moth Pokémon,"Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.",70,65,60,90,75,90,450,1.5 m,12.5 kg,Bug,"Shield Dust, Tinted Lens",Wonder Skin,50:50,"['48', 'Level 31']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/049.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/049.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/049.png,มอร์ฟอน
50,Diglett,ディグダ,地鼠,Taupiqueur,Ground,Mole Pokémon,"Around their crops, farmers plant the kind of tree that Diglett like to eat as a way of getting Diglett to plow the fields for them.",10,55,25,35,45,95,265,0.2 m,0.8 kg,Field,"Sand Veil, Arena Trap",Sand Force,50:50,,51(Level 26),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/050.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/050.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/050.png,ดิกดา
51,Dugtrio,ダグトリオ,三地鼠,Triopikeur,Ground,Mole Pokémon,Dugtrio’s heads are sleek and smooth and incredibly hard. It can dig through any soil with its headbutts.,35,100,50,50,70,120,425,0.7 m,33.3 kg,Field,"Sand Veil, Arena Trap",Sand Force,50:50,"['50', 'Level 26']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/051.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/051.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/051.png,ดักทริโอ
52,Meowth,ニャース,喵喵,Miaouss,Normal,Scratch Cat Pokémon,"It loves coins, so if you give it one, you can make friends with Meowth easily. But it’s fickle, so you can’t count on that friendship lasting.",40,45,35,40,40,90,290,0.4 m,4.2 kg,Field,"Pickup, Technician",Unnerve,50:50,,53(Level 28),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/052.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/052.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/052.png,เนียส
53,Persian,ペルシアン,猫老大,Persian,Normal,Classy Cat Pokémon,This Pokémon is popular with rich people. It’s also targeted by hunters who are after the jewel in its forehead.,65,70,60,65,65,115,440,1 m,32 kg,Field,"Limber, Technician",Unnerve,50:50,"['52', 'Level 28']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/053.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/053.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/053.png,เปอร์เซียน
54,Psyduck,コダック,可达鸭,Psykokwak,Water,Duck Pokémon,It has been found that its brain cells are 10 times more active when Psyduck is experiencing a headache.,50,52,48,65,50,55,320,0.8 m,19.6 kg,"Water 1, Field","Damp, Cloud Nine",Swift Swim,50:50,,55(Level 33),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/054.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/054.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/054.png,โคดัก
55,Golduck,ゴルダック,哥达鸭,Akwakwak,Water,Duck Pokémon,"A professional swimmer, it can continue swimming for two days straight by waving its long tail skillfully.",80,82,78,95,80,85,500,1.7 m,76.6 kg,"Water 1, Field","Damp, Cloud Nine",Swift Swim,50:50,"['54', 'Level 33']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/055.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/055.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/055.png,โกลดัก
56,Mankey,マンキー,猴怪,Férosinge,Fighting,Pig Monkey Pokémon,"If one gets angry, all the others around it will get angry, so silence is a rare visitor in a troop of Mankey.",40,80,35,35,45,70,305,0.5 m,28 kg,Field,"Vital Spirit, Anger Point",Defiant,50:50,,57(Level 28),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/056.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/056.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/056.png,แมนคี
57,Primeape,オコリザル,火暴猴,Colossinge,Fighting,Pig Monkey Pokémon,"The blood vessels in its brain are sturdier than those of other Pokémon, so it can stay healthy despite its constant raging.",65,105,60,60,70,95,455,1 m,32 kg,Field,"Vital Spirit, Anger Point",Defiant,50:50,"['56', 'Level 28']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/057.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/057.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/057.png,โอโคริซารุ
58,Growlithe,ガーディ,卡蒂狗,Caninos,Fire,Puppy Pokémon,It has lived alongside humans since ages ago. Its bones have been found in excavations of ruins from the Stone Age.,55,70,45,70,50,60,350,0.7 m,19 kg,Field,"Intimidate, Flash Fire",Justified,75:25,,59(use Fire Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/058.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/058.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/058.png,การ์ดี้
59,Arcanine,ウインディ,风速狗,Arcanin,Fire,Legendary Pokémon,"There are so many old tales about them that they’re called legendary Pokémon, but there are way more of them around than you’d expect.",90,110,80,100,80,95,555,1.9 m,155 kg,Field,"Intimidate, Flash Fire",Justified,75:25,"['58', 'use Fire Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/059.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/059.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/059.png,วินดี้
60,Poliwag,ニョロモ,蚊香蝌蚪,Ptitard,Water,Tadpole Pokémon,The direction of the swirl on their stomachs differs depending on where they live. Poliwag aficionados can tell them apart at a glance.,40,50,40,40,40,90,300,0.6 m,12.4 kg,Water 1,"Water Absorb, Damp",Swift Swim,50:50,,61(Level 25),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/060.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/060.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/060.png,เนียโรโมะ
61,Poliwhirl,ニョロゾ,蚊香君,Têtarte,Water,Tadpole Pokémon,"Its health suffers when its skin dries out, so be sure to moisturize it diligently.",65,65,65,50,50,90,385,1 m,20 kg,Water 1,"Water Absorb, Damp",Swift Swim,50:50,"['60', 'Level 25']","62(use Water Stone), 186(trade holding Kings Rock)",https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/061.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/061.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/061.png,เนียโรโซะ
62,Poliwrath,ニョロボン,蚊香泳士,Tartard,"Water, Fighting",Tadpole Pokémon,"The muscles it has developed through swimming are thick and powerful. When it lands a square punch, it can turn huge boulders to dust.",90,95,95,70,90,70,510,1.3 m,54 kg,Water 1,"Water Absorb, Damp",Swift Swim,50:50,"['61', 'use Water Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/062.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/062.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/062.png,เนียโรบอน
63,Abra,ケーシィ,凯西,Abra,Psychic,Psi Pokémon,It can read others’ minds and will teleport away when danger approaches. You must clear your mind if you want to catch it.,25,20,15,105,55,90,310,0.9 m,19.5 kg,Human-Like,"Synchronize, Inner Focus",Magic Guard,75:25,,64(Level 16),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/063.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/063.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/063.png,เคซี
64,Kadabra,ユンゲラー,勇基拉,Kadabra,Psychic,Psi Pokémon,"It possesses strong mental capabilities, but its psychic powers are halved when it’s not holding a silver spoon.",40,35,30,120,70,105,400,1.3 m,56.5 kg,Human-Like,"Synchronize, Inner Focus",Magic Guard,75:25,"['63', 'Level 16']",65(Trade),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/064.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/064.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/064.png,ยุนเจลเลอร์
65,Alakazam,フーディン,胡地,Alakazam,Psychic,Psi Pokémon,"If it trusts someone deeply, it will let them have one of its spoons. Anything you eat with that spoon is apparently delicious.",55,50,45,135,95,120,500,1.5 m,48 kg,Human-Like,"Synchronize, Inner Focus",Magic Guard,75:25,"['64', 'Trade']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/065.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/065.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/065.png,ฟู้ดิน
66,Machop,ワンリキー,腕力,Machoc,Fighting,Superpower Pokémon,It likes food that’s highly nutritious because its instincts drive it to build muscle efficiently.,70,80,50,35,35,35,305,0.8 m,19.5 kg,Human-Like,"Guts, No Guard",Steadfast,75:25,,67(Level 28),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/066.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/066.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/066.png,วันริกี้
67,Machoke,ゴーリキー,豪力,Machopeur,Fighting,Superpower Pokémon,"A popular motif for sculptures, its incredibly well-developed muscles have captured the imagination of many an artist.",80,100,70,50,60,45,405,1.5 m,70.5 kg,Human-Like,"Guts, No Guard",Steadfast,75:25,"['66', 'Level 28']",68(Trade),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/067.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/067.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/067.png,โกริกี้
68,Machamp,カイリキー,怪力,Mackogneur,Fighting,Superpower Pokémon,"With four arms, it can attack and defend simultaneously. It’s said to have mastered every martial art in the world.",90,130,80,65,85,55,505,1.6 m,130 kg,Human-Like,"Guts, No Guard",Steadfast,75:25,"['67', 'Trade']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/068.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/068.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/068.png,ไคริกี้
69,Bellsprout,マダツボミ,喇叭芽,Chétiflor,"Grass, Poison",Flower Pokémon,"Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.",50,75,35,70,30,40,300,0.7 m,4 kg,Grass,Chlorophyll,Gluttony,50:50,,70(Level 21),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/069.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/069.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/069.png,มาดะสึโบมิ
